序号,作者昵称,讨论标题,回应数,帖子网址
1265,我鲨我寄几,理转艺人生自鲨轨迹盘点,27,https://www.douban.com/group/topic/177561367/
1266,也不算酗酒啦,从热门转向天坑的MTI硕毕业能干啥,40,https://www.douban.com/group/topic/177305456/
1267,麒麟,家庭不富裕以及社交艺术体育文化四废。从小废到大。,45,https://www.douban.com/group/topic/177097239/
1268,Sttygy_,今年出国留学还是国内边工作边考研,60,https://www.douban.com/group/topic/176916622/
1269,樱樱子,搞砸的面试其实没有我逃掉的面试多,12,https://www.douban.com/group/topic/177914884/
1270,悲伤的骨头,含废量越来越低，我已经是地心five,16,https://www.douban.com/group/topic/177729554/
1271,莫问,原来绝望的低谷其实是还能坠落更深的无底深渊,98,https://www.douban.com/group/topic/176132913/
1272,法盲,想开点，大家当five不完全是自己five,15,https://www.douban.com/group/topic/177901132/
1273,松烟入墨,曾经以为考上大学是人生的起点，没想到是人生中仅有的高光。,29,https://www.douban.com/group/topic/177383870/
1274,猫咪家的莉柯,我发现真正的强者是连不喜欢的课都能咬着牙拿90分的,6,https://www.douban.com/group/topic/178363096/
1275,北风里,大学生个人废物快乐指南,43,https://www.douban.com/group/topic/176434460/
1276,Susurros,想寻找一个21研友，我们一起吧,6,https://www.douban.com/group/topic/178354180/
1277,已注消,有无英专的姐妹呜呜呜,200,https://www.douban.com/group/topic/175835551/
1278,女尊时代,请看小组简介，【失学】【失业者】！！！！,32,https://www.douban.com/group/topic/177279149/
1279,保命要紧不明白,误打误撞最后在xz躺平了,122,https://www.douban.com/group/topic/176084404/
1280,江湖骗子,报专业前一定看清楚学校官网上对该专业介绍,3,https://www.douban.com/group/topic/178559536/
1281,月下汲水,因为情绪黑洞失去了学位证😥破窗效应开启秒变five,31,https://www.douban.com/group/topic/177394439/
1282,😡,本组不应该是比废组吧,30,https://www.douban.com/group/topic/176375386/
1283,只想默默潜水,有时候我觉得活到现在可以了,32,https://www.douban.com/group/topic/177253741/
1284,已注销,作为过来人关于情绪调整与社交的建议,46,https://www.douban.com/group/topic/176227128/
1285,纠结症患者,五院四系法学废物,83,https://www.douban.com/group/topic/176720096/
1286,周冬雨,马上大四了，人生真的是一步错步步错吗？,28,https://www.douban.com/group/topic/177391206/
1287,Вечный Вечер,之前组里有姐妹说,2,https://www.douban.com/group/topic/178302666/
1288,人工智障蛋酱🍳,分享一下去自己去医院进行心理咨询的经历,4,https://www.douban.com/group/topic/178298819/
1289,[已注销],-,47,https://www.douban.com/group/topic/176999413/
1290,74839297,讨论&咨询 各给高三生和大一新生一条建议....,17,https://www.douban.com/group/topic/177744834/
1291,独自等待,有点想出家,52,https://www.douban.com/group/topic/177030285/
1292,阿织,【新人报道】看完组里全部帖子后觉得都没我废物,286,https://www.douban.com/group/topic/175668341/
1293,戴耳环的珍珠,从农村留守做题家到和Anna Wintour见面，gay更不容易啊,21,https://www.douban.com/group/topic/177606327/
1294,已注销,到底如何才能放下过去，不沉溺于过去的失败呢,49,https://www.douban.com/group/topic/176565647/
1295,吃了吗,想问下你们家里蹲父母的态度,45,https://www.douban.com/group/topic/177089112/
1296,谢谢所有的鱼,看到交友帖，大家稍微警惕一下,26,https://www.douban.com/group/topic/176856430/
1297,小周,疯狂逃避学习，自救不了,4,https://www.douban.com/group/topic/178254599/
1298,Jay温,来定个废物的绝对标准吧，不满足的都退组,11,https://www.douban.com/group/topic/177932312/
1299,这个人很萌丶,【新人报道】名牌985本硕毕业，一路走错，从一个天坑专业傻跳到另一个天坑专业，如今工资垫底，没有上升空间,80,https://www.douban.com/group/topic/176067710/
1300,熬夜会秃头,作为建筑绣花博士来说两句,35,https://www.douban.com/group/topic/176648130/
1301,littlepill,有没有什么精英小组可以刺激five的,42,https://www.douban.com/group/topic/177136350/
1302,讨厌粉丝骂脏话,985-211-外企搬砖工,52,https://www.douban.com/group/topic/176307440/
1303,三三,一个向往医学的工科女生的废物生活,32,https://www.douban.com/group/topic/177316903/
1304,👻,组里好多帖子都很压抑,38,https://www.douban.com/group/topic/177017641/
1305,火龙果补光灯,真的麻木了/建筑累死人/我校学长已经当快递员了,80,https://www.douban.com/group/topic/176595937/
1306,急风骤雨,想想刘强东当年去开个柜台真有勇气,12,https://www.douban.com/group/topic/177438819/
1307,山城吴彦祖,我才大一，但我好像已经能预测别的同学未来走向了,14,https://www.douban.com/group/topic/177773380/
1308,[已注销],【新人报道】今天是家里蹲的第318天,180,https://www.douban.com/group/topic/175397801/
1309,己注销,我们这个群体算不算边缘人群啊？,21,https://www.douban.com/group/topic/177455831/
1310,时不待我,【新人报道】越来越废，看小说加拖延症快入土为安了,159,https://www.douban.com/group/topic/176019358/
1311,猫,小镇做题家长得好看，性格温和，其实也不会太差,54,https://www.douban.com/group/topic/176843177/
1312,长风破浪,本咸鱼和我热爱分享的白富美朋友,10,https://www.douban.com/group/topic/177938840/
1313,不蓝二三,1,83,https://www.douban.com/group/topic/176409454/
1314,江湖骗子,C9高校大废物成长为小废物之路（继续成长中）,27,https://www.douban.com/group/topic/176585740/
1315,深夜惆怅的野猪,今早的经历让我这个five精神大崩溃 现在在楼下蹲着 思索我怎么会走到这一步,38,https://www.douban.com/group/topic/177163765/
1316,白老师的小眼镜,five宝贝们觉得交朋友难吗？,32,https://www.douban.com/group/topic/177252508/
1317,莫棋,日语专业学到后来变得讨厌日语,5,https://www.douban.com/group/topic/178264481/
1318,京都鱼饼汤-,从标题到内容都很好笑的一张截图,25,https://www.douban.com/group/topic/176829206/
1319,市中山居客,一人一句对现在大一的小镇做题家的孩子们说一句肺腑之言？,16,https://www.douban.com/group/topic/177669305/
1320,宇野实彩子,日剧里废物的人生写照,11,https://www.douban.com/group/topic/177530376/
1321,kindofchia,本组专用meme,1,https://www.douban.com/group/topic/177887163/
1322,啊哦鹅咦唔鱼,章回体吐槽自己人生,29,https://www.douban.com/group/topic/176887694/
1323,wealllie,不土不洋 人财两空 (ball ball大嘎别猜我学校啦ಠ_ಠ),45,https://www.douban.com/group/topic/176792238/
1324,皮薄馅厚奶黄包,有没有学小语种的进来抱头痛哭,119,https://www.douban.com/group/topic/176246707/
1325,已注销,【520活动】条件可选，匹配看缘分啦,97,https://www.douban.com/group/topic/176372149/
1326,已注销,【致组里非985.211的成员】——在理解的前提下求同存异,65,https://www.douban.com/group/topic/175817434/
1327,Csardas,上了大学才知道自己学习就是在做样子,13,https://www.douban.com/group/topic/177693413/
1328,豆友216586131,删,45,https://www.douban.com/group/topic/176846753/
1329,doubannnnnnn,被原生家庭和自己压得喘不过气了，我好像没有存在的意义,31,https://www.douban.com/group/topic/177143275/
1330,秩、,有无地球科学类的啊,93,https://www.douban.com/group/topic/176482353/
1331,ellenaJ,已删,6,https://www.douban.com/group/topic/177755447/
1332,不温柔的鸭脖子,收集大家成为five的原因以及five分布调查,106,https://www.douban.com/group/topic/176366235/
1333,给一份工作吧,家里蹲的那位loser分享一点小小经验（暂时更完）,224,https://www.douban.com/group/topic/175581134/
1334,CreepyBunny,一个曾历经考研文转理的废物心声,27,https://www.douban.com/group/topic/176590660/
1335,卢粥,请教：人文社科类的学生有哪些应该避免的坑？如何好好把握大学课堂or生活？,26,https://www.douban.com/group/topic/176352270/
1336,兔子小姐🐰,抑郁两年 分享自己的大学Five史,90,https://www.douban.com/group/topic/176379771/
1337,渺渺,一名非典型five的成长感想，真的很诚恳,1,https://www.douban.com/group/topic/178631527/
1338,瘫瘫隹,【友好闲聊】聊聊组里很多大一、二、三小朋友的共同困惑,31,https://www.douban.com/group/topic/176017665/
1339,已注销,删除,28,https://www.douban.com/group/topic/177256589/
1340,鞑燿耶,复试被刷答辩被卡，本five还在躺尸,8,https://www.douban.com/group/topic/178007466/
1341,不吃糖也甜甜甜,小镇做题家的孩子，依然是小镇做题家,13,https://www.douban.com/group/topic/177466392/
1342,红糖小酥肉,🔒,20,https://www.douban.com/group/topic/177438427/
1343,goodfella,论文从开题到现在，我没有一天是真正开心的,8,https://www.douban.com/group/topic/177970597/
1344,Kartoshka,抑郁症/躁郁症的朋友请进,80,https://www.douban.com/group/topic/176463736/
1345,隐姓埋名第一人,大二学广告，我觉得自己好废啊,40,https://www.douban.com/group/topic/177008109/
1346,nanami15,给infp们分享身边我眼里的成熟范本,6,https://www.douban.com/group/topic/177116802/
1347,林更新,给想考法硕朋友们的一个建议,61,https://www.douban.com/group/topic/176710670/
1348,乐多,（已更新投票）可以了解一下组里兄弟姐妹们的父母学历嘛,41,https://www.douban.com/group/topic/176855182/
1349,清水湾可达鸭,学社会学，人类学这类学科的朋友们都在做什么工作,57,https://www.douban.com/group/topic/176874882/
1350,月照窗纱,突然想到，five三次元面基会不会很有趣？,128,https://www.douban.com/group/topic/176111096/
1351,伤心招待所,我真的不想学建筑,63,https://www.douban.com/group/topic/176638840/
1352,Moonchild,Then let us drink Then let us smile Then let us go,23,https://www.douban.com/group/topic/176628997/
1353,小元的蓝头绳,二战法硕考研five走出舒适区，每日打卡总结，会一直更，就算有一天没学习也要爬上来总结,46,https://www.douban.com/group/topic/176776966/
1354,凑合过,复试莫名其妙上岸了？？？给大家蹭蹭喜气，但是陷入了新的纠结，求大家出出主意,34,https://www.douban.com/group/topic/176682104/
1355,西皓,【新人报到】本来是想做学术的，现在从零开始了（合理怀疑组里学校背景最多的是我南）,114,https://www.douban.com/group/topic/175946008/
1356,点子低,感觉大家都是上大学才five，我是高一就开始的,38,https://www.douban.com/group/topic/176389063/
1357,清水一郎,硕士毕业一年了，到现在还没找到工作,20,https://www.douban.com/group/topic/177434168/
1358,江湖骗子,我发现有男朋友很重要啊,77,https://www.douban.com/group/topic/176535948/
1359,碘伏星球,简单反思法学两年,27,https://www.douban.com/group/topic/177167033/
1360,十日,温室背书家是我本人了,12,https://www.douban.com/group/topic/177718548/
1361,温度,和大家谈谈自己的经历教训  此时悔过希望来得及,57,https://www.douban.com/group/topic/175579503/
1362,不吃香菜不吃葱,吐槽&经历 ｜ 985的学历是我唯一拿的出手的东西了，不然我更加一无是处,31,https://www.douban.com/group/topic/176981982/
1363,噜噜噜哩哩哩,211+留学延毕 在床上躺尸7年的five 不知前路在哪里😢,51,https://www.douban.com/group/topic/176665500/
1364,江湖骗子,岩壁自救的一个case,109,https://www.douban.com/group/topic/175892589/
1365,S,我们组的宝宝们真的是抑郁症高发，大家来讨论一下怎么维持健康好心情吧）,61,https://www.douban.com/group/topic/176584445/
1366,予桉的男友,假期睡眠情况投票（新）,15,https://www.douban.com/group/topic/177570230/
1367,已注销,躺平之后也不会过得快乐就是废物的宿命吧,42,https://www.douban.com/group/topic/176677952/
1368,我吃瓜gnps,985本硕，如果一开始就想去小地方，规避掉一二线，是不是会轻松很多,54,https://www.douban.com/group/topic/176645145/
1369,lucky,计算机类专业，拖延症晚期，越来越不喜欢自己的专业了,17,https://www.douban.com/group/topic/177326983/
1370,小小柯学家,本科传媒实习生工作情况个人分享（大厂、电视台、报社）,46,https://www.douban.com/group/topic/176512381/
1371,dnn,看到这么多同是18届 想说说自己的经历 希望大家早点走出,24,https://www.douban.com/group/topic/175897376/
1372,M.Maggie,变five是从沉迷刷剧开始的（内含打卡和给自己打气的内容，拿不定主意进行改变的可以进来看看）,68,https://www.douban.com/group/topic/176171488/
1373,疼软软(/ω＼),组里的各位大多数还小吧，大有希望，我这辈子已经完了。,13,https://www.douban.com/group/topic/177530890/
1374,奇妙物语,是不是大家都这样啊😭😭😭,42,https://www.douban.com/group/topic/176356190/
1375,Dädalus,不会有一种奇妙的幸福感吗？,10,https://www.douban.com/group/topic/177749238/
1376,椰子超好吃,【新人报道】法学生没过法考没有实习，考研失败春招无果,160,https://www.douban.com/group/topic/175867764/
1377,🍮,为什么就选了文科,4,https://www.douban.com/group/topic/177955353/
1378,肇秋之朔,抑郁休学，差点毕业即失学失业的five心路历程,4,https://www.douban.com/group/topic/177487416/
1379,solo艺人郑容和,【新人报道】大二金融专业感觉好痛苦/一个树洞（评论区含大家提供的大量出路）,100,https://www.douban.com/group/topic/175965741/
1380,小乐仔,从985废物到自我改变的心路历程,29,https://www.douban.com/group/topic/176072073/
1381,林同学,家里蹲废物的学习打卡,50,https://www.douban.com/group/topic/176661952/
1382,天使猫猫,一想到未来自己身边可能有这种憨批就觉得一阵窒息,16,https://www.douban.com/group/topic/177442070/
1383,Moonchild,deleted,1,https://www.douban.com/group/topic/178384307/
1384,歆羡,为啥抑郁和失败感会在我们这一代多发,28,https://www.douban.com/group/topic/177009495/
1385,江湖骗子,小镇做题家是不是不适合做学术？,39,https://www.douban.com/group/topic/176877827/
1386,失业失恋five,大龄five说一下自己的经历,23,https://www.douban.com/group/topic/177185745/
1387,皮格马利翁,希望不要再发985211的人都这样我们这些专科/高中的人怎么办的帖子了,73,https://www.douban.com/group/topic/175739555/
1388,任平生,新人报道，本科P大应届毕业依然无工作着落,147,https://www.douban.com/group/topic/175733077/
1389,牛肉拌面,讨论咨询｜985不废物的标准是啥,49,https://www.douban.com/group/topic/176124682/
1390,查无此人,有没有《交通工程》这个天坑专业的进来打个卡,116,https://www.douban.com/group/topic/176067210/
1391,gulugulu,直博第四年没有任何成果的five想退学,11,https://www.douban.com/group/topic/177607256/
1392,猫,30+了，曾经的小镇做题家，现在的废柴，回顾一下自己,104,https://www.douban.com/group/topic/175728994/
1393,爱斯托拉夫斯基,致five们的一句话,5,https://www.douban.com/group/topic/177809090/
1394,已注销,【聊天电台】5.17精彩内容简介,67,https://www.douban.com/group/topic/176257710/
1395,查无此人,农村做题家的出路是什么,31,https://www.douban.com/group/topic/176590557/
1396,小咪,马上毕业的废物本人到底该何去何从,41,https://www.douban.com/group/topic/176709293/
1397,可爱猫猫,[新人报道]本科读了6年的学渣，没有工作,84,https://www.douban.com/group/topic/175791649/
1398,与操,想要找回做题家的状态却坚持不下去,42,https://www.douban.com/group/topic/176644168/
1399,希尔达,虽然可能这个世界上没人觉得我是废物，但我真的不吐不快,48,https://www.douban.com/group/topic/176396948/
1400,已注销,【吧规汇总❗️进组必看】2020.6.11,30,https://www.douban.com/group/topic/176679879/
1401,難自渡,别人的学历是敲门砖镀金石,9,https://www.douban.com/group/topic/177581425/
1402,不如搬去船底星,各位如果2020年毕业的建议考公,8,https://www.douban.com/group/topic/177737273/
1403,Camlia琨,，,21,https://www.douban.com/group/topic/177160953/
1404,已注销,intp请举起你们的双手,40,https://www.douban.com/group/topic/176771243/
1405,已注销,我校排名果真是top five,14,https://www.douban.com/group/topic/177118835/
1406,咚咚锵和本恰恰,five 短暂的幸福,2,https://www.douban.com/group/topic/178006062/
1407,熊本原米烧,【新人报道】谈谈过去几年“失败”和“成功”的经历和感悟。,16,https://www.douban.com/group/topic/176175121/
1408,江湖骗子,临近毕业，近2个月睁着眼到天亮了,34,https://www.douban.com/group/topic/176671551/
1409,Biubiubiu,点击就看👉本小镇做题家是如何找到出路的!,24,https://www.douban.com/group/topic/177080486/
1410,Ruby,这些废物一点也不废物,102,https://www.douban.com/group/topic/175712256/
1411,BoredChe,希望各位不忘初心，不要变成隐隐的炫耀（看到几个这样的帖子了,11,https://www.douban.com/group/topic/177520586/
1412,藏鸦,怎样可以让自己很自如地和长辈、老师、领导沟通交流？,8,https://www.douban.com/group/topic/177677274/
1413,暴躁美少女,复盘985本hk硕的five经历 算是有一点曙光了,26,https://www.douban.com/group/topic/176810051/
1414,豆本豆豆奶,某985即将毕业既没有工作也没考上研究生的five,7,https://www.douban.com/group/topic/177747052/
1415,暗处雪花,25岁之前的都不算Five吧,20,https://www.douban.com/group/topic/177037949/
1416,817先生,19年毕业以为自己蛮厉害，北京半年，现在家里蹲,45,https://www.douban.com/group/topic/176646797/
1417,乐知,考研复习进度打卡，希望可以有好结果,12,https://www.douban.com/group/topic/177319241/
1418,天蓬元帅,其实，你们都比我强,9,https://www.douban.com/group/topic/177607631/
1419,充氧期,在家待到发烂发臭下的大学复盘+思考,48,https://www.douban.com/group/topic/176176309/
1420,九斤日规,C9还没毕业就黄了十几个项目，劝文科的大家不要走编剧这条路,13,https://www.douban.com/group/topic/177414829/
1421,蚂蚁花呗,【新人报道】985本科，考研三战失败，一个从内而外的five,36,https://www.douban.com/group/topic/176725220/
1422,张玄仲,连小镇做题家都谈不上的我计划出国学特效（更新一点题外话）,21,https://www.douban.com/group/topic/176971621/
1423,少吃肉吧,也来分享一下我的退学经历吧,12,https://www.douban.com/group/topic/177460742/
1424,Loosta,我是一个躺平壬，大家有什么想问的吗？,36,https://www.douban.com/group/topic/176425897/
1425,Scrooge Mcduck,（苦中作乐）看到了一条评论，笑s,8,https://www.douban.com/group/topic/177529429/
1426,文少,大学生活你应该这样高质量度过！,2,https://www.douban.com/group/topic/178140246/
1427,北伏,大家就打开看看屏幕使用时间吧自己就明白了,36,https://www.douban.com/group/topic/176735473/
1428,春日冬眠,【新人报道】过于天真的我终于在即将本科毕业的时候把自己骚操作到濒临失学,112,https://www.douban.com/group/topic/175629962/
1429,犹豫就会败北,请问应届生现在找工作还来得及吗？,17,https://www.douban.com/group/topic/177169409/
1430,Monster,我觉得我甚至连小镇做题家都不算,10,https://www.douban.com/group/topic/177486055/
1431,熊猫🐼,有没有国考 包邮区体制内的朋友,25,https://www.douban.com/group/topic/176985679/
1432,江湖骗子,我是不是该赌一把（决定赌了）结果：赌赢了,13,https://www.douban.com/group/topic/177291410/
1433,阿该,985人文社科准毕业，焦虑five自说自话自炖鸡汤的记录贴,14,https://www.douban.com/group/topic/177222767/
1434,haruka_xx,一觉醒来没书念了，好迷茫,63,https://www.douban.com/group/topic/175966491/
1435,皎皎月当楼,惊！我在组里遇见了我的舍友,19,https://www.douban.com/group/topic/177131953/
1436,上海铁废物,天坑专业是暂时的，爸妈的大学校友里，混的好的基本是文科生,12,https://www.douban.com/group/topic/177169587/
1437,ASmallFive,【新人报道】一个金融five的8年流水账,34,https://www.douban.com/group/topic/176249870/
1438,黑黑绿绿稻草人,大家有年龄焦虑吗？,21,https://www.douban.com/group/topic/177040660/
1439,林同学,失败原因简单投票分析,56,https://www.douban.com/group/topic/176375406/
1440,QWER,内向以及内向的各种表征是狩猎本能弱的表现……,41,https://www.douban.com/group/topic/175908267/
1441,卓茁,我们组的five很可爱啊,25,https://www.douban.com/group/topic/176374508/
1442,飛行雲,我觉得自己是好高骛远型five，教育专业出路一起来讨论,11,https://www.douban.com/group/topic/177423780/
1443,林同学,千年老学后postbac，我要笑死了,15,https://www.douban.com/group/topic/177241498/
1444,一位好心大姐,天坑专业跨考考什么专业,24,https://www.douban.com/group/topic/176748892/
1445,莫cue你爹,毕业两年/曾有抑郁症/金融本/就职教育行业，讲讲自己一路以来的经历以及反思,50,https://www.douban.com/group/topic/176241497/
1446,Kartoshka,语言类专业想转行艺术类 求建议,55,https://www.douban.com/group/topic/176412363/
1447,AlexShelton,知识分子为何拒斥资本主义,12,https://www.douban.com/group/topic/177324610/
1448,人间鼓风机,少用小镇做题家吧。重要的其实是自信和心态,4,https://www.douban.com/group/topic/177534547/
1449,勇敢生存,疫情期间农村大学生痛苦的居家学习生活,8,https://www.douban.com/group/topic/177531016/
1450,死肥宅,怎么感觉本组的five也开始分阶层了？,6,https://www.douban.com/group/topic/177527719/
1451,死肥宅,怎么感觉本组的five也开始分阶层了？,6,https://www.douban.com/group/topic/177527719/
1452,达摩,小村做题家也来吐槽一下。,4,https://www.douban.com/group/topic/177240841/
1453,心累,有没有今年应届还没找到工作的...真的快抑郁了,51,https://www.douban.com/group/topic/176448116/
1454,一根藤上七朵花,我真的非常非常非常讨厌写论文,61,https://www.douban.com/group/topic/176226539/
1455,颜如舜华,写写自己乱七八糟的经历|更新第一次考研失败的经历和教训,12,https://www.douban.com/group/topic/177229682/
1456,凑合过,更新：复试莫名其妙上岸了！！  立贴记录日常，希望这个帖子能见证自己是怎么走出来的,50,https://www.douban.com/group/topic/175886769/
1457,裴英智,有无人来说说怎么找第一份实习哇,37,https://www.douban.com/group/topic/176556298/
1458,楼懿懿,【新人报道】——纯文科专业考研失败在家咸鱼瘫中,45,https://www.douban.com/group/topic/176016871/
1459,第二次感动,【一点小规划】|19毕业目前从事教育培训行业,55,https://www.douban.com/group/topic/175990869/
1460,Jinx,TOP2经管废物在此,51,https://www.douban.com/group/topic/176378015/
1461,王炸,凭什么985出来就要好工作高工资,23,https://www.douban.com/group/topic/176886046/
1462,Ashley.Ashland,全国倒数第二211,75,https://www.douban.com/group/topic/176032433/
1463,Andrew,小镇英语做题家重解英文自信,5,https://www.douban.com/group/topic/177684462/
1464,猫,有多少是天坑专业的废,105,https://www.douban.com/group/topic/175860646/
1465,robin,一个“小镇做题家”的大学故事,80,https://www.douban.com/group/topic/175135535/
1466,已注销,关于【电台、帖子搬运授权】和【跨平台】❗️,16,https://www.douban.com/group/topic/176986305/
1467,阿白,删,4,https://www.douban.com/group/topic/177753037/
1468,星间絮语,大二，颓废了半年，重新励志,21,https://www.douban.com/group/topic/176774648/
1469,小圆圆圆圆555,打算退学休养一段时间，求问这种情况以后要怎么找工作,31,https://www.douban.com/group/topic/176703050/
1470,查无此人,自卑和自负的结合体，爱攀比的心态five,12,https://www.douban.com/group/topic/177259871/
1471,木优凡,我是不是也去搞一个,17,https://www.douban.com/group/topic/176958452/
1472,Molly,法考和考研，不过就什么用都没有。,73,https://www.douban.com/group/topic/175889801/
1473,一度,以自身经历给小镇做题five们打个气,3,https://www.douban.com/group/topic/177127927/
1474,靓到被人砍,其实废挺正常的,3,https://www.douban.com/group/topic/177804300/
1475,林同学,【新人报道】即将家里蹲,166,https://www.douban.com/group/topic/175290118/
1476,林同学,【新人报道】即将家里蹲,166,https://www.douban.com/group/topic/175290118/
1477,我可以的,打破恶性循环 每天进步一点,32,https://www.douban.com/group/topic/176647210/
1478,bitemilk,工作了就别自称是985废物了吧,4,https://www.douban.com/group/topic/177161016/
1479,哇咔咔咔咔,删，担心被媒体窥屏,43,https://www.douban.com/group/topic/176421919/
1480,一个鱼,可笑得很……,10,https://www.douban.com/group/topic/177319994/
1481,KimRing1999,我的经历和一些教训，希望对大家有帮助,47,https://www.douban.com/group/topic/175918539/
1482,nailattack,海外推广项目实习生/复盘,4,https://www.douban.com/group/topic/177681066/
1483,江湖骗子,应届毕业生，中度抑郁症，小镇做题家，父母选的专业不喜欢，自暴自弃中,33,https://www.douban.com/group/topic/176570694/
1484,Lip Gallagher,【新人报道】top5转计算机心态失衡 试着记录自己内心波动和调整方法,63,https://www.douban.com/group/topic/175931904/
1485,土豆煸牛肉,新传five自救计划,40,https://www.douban.com/group/topic/176400589/
1486,meurs,【负能预警】或许这里有人想聊聊关于徐凯文提出的“空心病”吗,35,https://www.douban.com/group/topic/176090056/
1487,+6s,废物可能是当前的状态，但不是终点,6,https://www.douban.com/group/topic/177068878/
1488,月照窗纱,是不是（曾经/现在/一直）学习好的人都不信玄学,67,https://www.douban.com/group/topic/176044975/
1489,大菠萝,可删谢谢~,1,https://www.douban.com/group/topic/177917818/
1490,notAbot,成功的路不止一种,8,https://www.douban.com/group/topic/176867617/
1491,葡萄架下看唐诗,泛学习型five分享,5,https://www.douban.com/group/topic/177539289/
1492,我真的没有划水,【新人报道】被打击到毫无自信 甚至不敢开始秋招,79,https://www.douban.com/group/topic/175528277/
1493,biubiubiu,【新人报道】 即将开启第8年的博士生涯,65,https://www.douban.com/group/topic/175594518/
1494,哇唧,【新人报道】一条即将步入大二的小咸鱼在线求救,27,https://www.douban.com/group/topic/176649143/
1495,陆离,经历分享及心理疗愈的课程推荐（有资源分享）,5,https://www.douban.com/group/topic/176845992/
1496,[已注销],16年毕业2020才工作 我逝去的四年,113,https://www.douban.com/group/topic/175378193/
1497,7788991010,学习的动力真是十分可笑,34,https://www.douban.com/group/topic/176472275/
1498,废物本非,末流985考研失败勉强找工作,22,https://www.douban.com/group/topic/176717631/
1499,人工智障蛋酱🍳,深夜有感 钱是不是能解决很多学业问题,39,https://www.douban.com/group/topic/176315007/
1500,Windson,一起创业的想法后续,9,https://www.douban.com/group/topic/177256015/
1501,哦,谈谈自己所学专业的就业领域和发展前景——旨在为后辈们“避雷避坑”,1,https://www.douban.com/group/topic/177902595/
1502,赵铁柱,考研N战失败往届生还有执念的进,129,https://www.douban.com/group/topic/175365034/
1503,撒库拉傻哭啦,进了这个组 好像找到家一样,23,https://www.douban.com/group/topic/176584823/
1504,暮天霁色,0,32,https://www.douban.com/group/topic/176441555/
1505,将将将将,本FW正试图在网络世界找回遗失的社交能力,4,https://www.douban.com/group/topic/177565905/
1506,豆友216652171,【新人报道】末流985本硕，抑郁3年毕业即失业,56,https://www.douban.com/group/topic/175736263/
1507,你要吃蛋糕吗,一个360度的废物,60,https://www.douban.com/group/topic/175734310/
1508,長鼻子壞人,重症肌无力自救指南,16,https://www.douban.com/group/topic/176165945/
1509,一只复读机,我要按时毕业！！,30,https://www.douban.com/group/topic/176314566/
1510,Pomelo,感觉一直在做错误的选择，陷入被动，21fall太难,22,https://www.douban.com/group/topic/176599557/
1511,lailaimou,感觉对不起以前那么努力的我,48,https://www.douban.com/group/topic/176170118/
1512,Gisele,一个迷茫的废物,61,https://www.douban.com/group/topic/175722370/
1513,B-V,你们在大三大四会不会有没得选的感觉？,22,https://www.douban.com/group/topic/176701176/
1514,啥也不会,【新人报道】——从保研到延毕，人生路口的关键抉择,43,https://www.douban.com/group/topic/175348453/
1515,我觉得8行,five刚面试完，记录一下,1,https://www.douban.com/group/topic/177816568/
1516,白日梦小姐,分享我的坎坷经历，与各位共勉,29,https://www.douban.com/group/topic/175890462/
1517,NaNaNa,删帖,15,https://www.douban.com/group/topic/175873450/
1518,时命乃大谬,我发现原来最难打败的是自己,7,https://www.douban.com/group/topic/177303756/
1519,虞书欣小美女,没有任何不甘心的就躺平了,6,https://www.douban.com/group/topic/177116917/
1520,今月典,你觉得自己怎样才不算是废物呢,24,https://www.douban.com/group/topic/176397306/
1521,Zzz🌳种树中,大四理科女大学误读文科专业，面临升学难题求点拨,14,https://www.douban.com/group/topic/176910105/
1522,dunziiiiii,我用不看动态逃离同辈压力,16,https://www.douban.com/group/topic/176758546/
1523,李允浩,2020考研失败  在家小心翼翼,32,https://www.douban.com/group/topic/175884586/
1524,larch,小镇做题家的反义词是什么？城市内卷家吗？,11,https://www.douban.com/group/topic/176957581/
1525,吃了吗,本组马上10000人了,31,https://www.douban.com/group/topic/176455103/
1526,与与与非非非,冷门文科毕业，提供一个就业方向,8,https://www.douban.com/group/topic/176888910/
1527,啦啦啦,首帖 新废物报道,37,https://www.douban.com/group/topic/176014598/
1528,daze,我的心路历程就是一本「废物是怎样炼成的」,30,https://www.douban.com/group/topic/175966322/
1529,咚咚锵和本恰恰,不想学习的日子里，连斗地主都是香甜的,4,https://www.douban.com/group/topic/177140117/
1530,夜舒,小镇做题家也不要绝望广泛运用所有讯息呀,13,https://www.douban.com/group/topic/176930890/
1531,已注销,跪求大家推荐一些让废物不那么想放弃的书或者文章。（更新近况）（已辞职）,30,https://www.douban.com/group/topic/176243562/
1532,啥事爱情,一定要按时毕业——毕业论文写作打卡&记录five自我疗愈的一点心得,25,https://www.douban.com/group/topic/176443455/
1533,京都鱼饼汤-,前进或及时放弃都是好的。最差的状态是浑浑噩噩,20,https://www.douban.com/group/topic/176090485/
1534,我爱小胖子112,偷东西是为了去监狱学缝纫机技术,9,https://www.douban.com/group/topic/176905493/
1535,一枚大菜菜,【新人报道】 勉强逃离失业,22,https://www.douban.com/group/topic/175694448/
1536,abell2218,20岁之后就没做成过什么事，想不出除了废物还有什么词更适合定义自己了,44,https://www.douban.com/group/topic/175761573/
1537,Momoko乌龙,踩坑无数的老学姐分享点心得,6,https://www.douban.com/group/topic/177291446/
1538,限量版花花蝴蝶,小镇做题家准备读研，求指导研究生规划,38,https://www.douban.com/group/topic/176216909/
